Time,Open,High,Low,Close,Volume,Ticker,Change,upper_band,lower_band
2016-12-02,8797,8797,7037,7037,2200,AFX,0.0,0.0,0.0
2016-12-05,7213,7213,7213,7213,0,AFX,0.02501065795083135,0.0,0.0
2016-12-06,7213,7213,7213,7213,0,AFX,0.0,0.0,0.0
2016-12-07,7213,7213,7213,7213,0,AFX,0.0,0.0,0.0
2016-12-08,6158,6158,6158,6158,2000,AFX,-0.14626369055871347,0.0,0.0
2016-12-09,5278,5278,5278,5278,5000,AFX,-0.1429035401104255,0.0,0.0
2016-12-12,4486,4486,4486,4486,5000,AFX,-0.1500568397120121,0.0,0.0
2016-12-13,3870,3870,3870,3870,3800,AFX,-0.1373160945162728,0.0,0.0
2016-12-14,3518,3518,3518,3518,1300,AFX,-0.09095607235142122,0.0,0.0
2016-12-15,3518,3518,3518,3518,0,AFX,0.0,0.0,0.0
2016-12-16,3518,3518,3079,3079,800,AFX,-0.12478681068789088,0.0,0.0
2016-12-19,3431,3431,3431,3431,0,AFX,0.11432283208834026,0.0,0.0
2016-12-20,3431,3431,3431,3431,0,AFX,0.0,0.0,0.0
2016-12-21,3431,3431,3431,3431,0,AFX,0.0,0.0,0.0
2016-12-22,2991,2991,2991,2991,100,AFX,-0.12824249489944628,0.0,0.0
2016-12-23,3079,3079,3079,3079,1100,AFX,0.029421598127716386,0.0,0.0
2016-12-26,3079,3079,3079,3079,0,AFX,0.0,0.0,0.0
2016-12-27,3079,3079,3079,3079,0,AFX,0.0,0.0,0.0
2016-12-28,3079,3079,3079,3079,0,AFX,0.0,0.0,0.0
2016-12-29,3079,3079,3079,3079,0,AFX,0.0,0.0,0.0
2016-12-30,3079,3079,3079,3079,0,AFX,0.0,7177.153824347248,1153.2461756527523
2017-01-03,3079,3079,3079,3079,0,AFX,0.0,6656.483580379987,1260.5164196200135
2017-01-04,3079,3079,3079,3079,0,AFX,0.0,6019.963539077377,1483.636460922623
2017-01-05,3079,3079,3079,3079,0,AFX,0.0,5178.5678325574745,1911.6321674425253
2017-01-06,3079,3079,3079,3079,0,AFX,0.0,4509.81675556218,2272.4832444378194
2017-01-09,3079,3079,3079,3079,0,AFX,0.0,3995.6971938363486,2566.702806163651
2017-01-10,3079,3079,3079,3079,0,AFX,0.0,3667.5535252765385,2754.1464747234613
2017-01-11,3079,3079,3079,3079,0,AFX,0.0,3516.122331063431,2826.4776689365694
2017-01-12,3079,3079,3079,3079,0,AFX,0.0,3456.9843771427672,2841.7156228572326
2017-01-13,3079,3079,3079,3079,0,AFX,0.0,3385.3165756596864,2869.483424340314
2017-01-16,3079,3079,3079,3079,0,AFX,0.0,3385.3165756596864,2869.483424340314
2017-01-17,3079,3079,3079,3079,0,AFX,0.0,3327.3220448598686,2892.277955140132
2017-01-18,3079,3079,3079,3079,0,AFX,0.0,3252.3019675082687,2932.098032491731
2017-01-19,3079,3079,3079,3079,0,AFX,0.0,3112.9583107034036,3036.241689296596
2017-01-20,3079,3079,3079,3079,0,AFX,0.0,3079.0,3079.0
2017-01-23,3079,3079,3079,3079,0,AFX,0.0,3079.0,3079.0
2017-01-24,3079,3079,3079,3079,0,AFX,0.0,3079.0,3079.0
2017-01-25,3079,3079,3079,3079,0,AFX,0.0,3079.0,3079.0
2017-02-02,3079,3079,3079,3079,0,AFX,0.0,3079.0,3079.0
2017-02-03,3079,3079,3079,3079,0,AFX,0.0,3079.0,3079.0
2017-02-06,3079,3079,3079,3079,0,AFX,0.0,3079.0,3079.0
2017-02-07,3079,3079,3079,3079,0,AFX,0.0,3079.0,3079.0
2017-02-08,3079,3079,3079,3079,0,AFX,0.0,3079.0,3079.0
2017-02-09,3079,3079,3079,3079,0,AFX,0.0,3079.0,3079.0
2017-02-10,3079,3079,3079,3079,0,AFX,0.0,3079.0,3079.0
2017-02-13,3079,4310,4310,3079,0,AFX,0.0,3079.0,3079.0
2017-02-14,4310,4310,3694,3694,500,AFX,0.19974017538161748,3377.822285027786,2841.677714972214
2017-02-15,4222,4222,4222,4222,0,AFX,0.14293448835950184,3720.099023860327,2613.700976139673
2017-02-16,4222,3606,3606,4222,0,AFX,0.0,3941.034372214638,2507.0656277853623
2017-02-17,3606,3606,3606,3606,200,AFX,-0.14590241591662723,3982.6967704421604,2518.1032295578398
2017-02-20,3079,3079,3079,3079,100,AFX,-0.14614531336661118,3982.6967704421604,2518.1032295578398
2017-02-21,2903,3518,2903,3518,200,AFX,0.14257875933744724,4009.084490844577,2535.615509155423
2017-02-22,2903,2903,2903,2903,4900,AFX,-0.17481523592950543,4013.399978329011,2513.7000216709894
2017-02-23,2903,3255,3255,2903,0,AFX,0.0,4017.0837523683563,2492.4162476316437
2017-02-24,3255,3694,3694,3255,0,AFX,0.1212538753014123,4021.6168769970222,2505.483123002978
2017-02-27,3694,4222,3694,4222,200,AFX,0.29708141321044557,4180.068628703665,2461.331371296335
2017-02-28,4486,4486,3431,3431,400,AFX,-0.18735196589294179,4191.543716648425,2485.0562833515755
2017-03-01,3694,3694,3518,3518,800,AFX,0.025357038764208584,4208.252800702932,2512.2471992970677
2017-03-02,3606,4134,4134,3606,0,AFX,0.025014212620807275,4230.750318367539,2542.4496816324613
2017-03-03,3782,4310,3782,4310,300,AFX,0.19523017193566283,4369.586981024756,2526.7130189752443
2017-03-06,4134,4134,4134,4134,0,AFX,-0.04083526682134575,4452.077985447527,2549.722014552473
2017-03-07,4134,4134,4134,4134,0,AFX,0.0,4522.243056964593,2585.056943035407
2017-03-08,4134,4134,4134,4134,0,AFX,0.0,4580.743348106824,2632.0566518931764
2017-03-09,4134,4134,4134,4134,0,AFX,0.0,4627.786624333406,2690.513375666595
2017-03-10,3518,3606,3518,3606,1000,AFX,-0.12772133526850504,4617.556757928408,2753.4432420715925
2017-03-13,3518,3782,3782,3518,0,AFX,-0.024403771491957826,4601.231511332615,2813.6684886673847
