Time,Open,High,Low,Close,Volume,Ticker,Change,upper_band,lower_band
2016-09-01,6460,6460,6460,6460,0,ALT,0.0,0.0,0.0
2016-09-05,6460,6460,6460,6460,0,ALT,0.0,0.0,0.0
2016-09-06,6460,6460,6460,6460,0,ALT,0.0,0.0,0.0
2016-09-07,6460,6460,6460,6460,0,ALT,0.0,0.0,0.0
2016-09-08,7100,7100,7100,7100,110,ALT,0.09907120743034059,0.0,0.0
2016-09-09,7100,7100,7100,7100,0,ALT,0.0,0.0,0.0
2016-09-12,7100,7100,7100,7100,0,ALT,0.0,0.0,0.0
2016-09-13,7100,7100,7100,7100,0,ALT,0.0,0.0,0.0
2016-09-14,7100,7100,7100,7100,39,ALT,0.0,0.0,0.0
2016-09-15,7100,7100,7100,7100,0,ALT,0.0,0.0,0.0
2016-09-16,7100,7100,7100,7100,0,ALT,0.0,0.0,0.0
2016-09-19,7030,7100,7030,7100,1800,ALT,0.0,0.0,0.0
2016-09-20,7100,7100,7100,7100,0,ALT,0.0,0.0,0.0
2016-09-21,7100,7100,7100,7100,0,ALT,0.0,0.0,0.0
2016-09-22,7100,7100,7100,7100,0,ALT,0.0,0.0,0.0
2016-09-23,6460,6460,6460,6460,238,ALT,-0.09014084507042253,0.0,0.0
2016-09-26,6460,6460,6460,6460,0,ALT,0.0,0.0,0.0
2016-09-27,6460,6460,6460,6460,20,ALT,0.0,0.0,0.0
2016-09-28,6460,6460,6460,6460,0,ALT,0.0,0.0,0.0
2016-09-29,6460,6460,6460,6460,0,ALT,0.0,0.0,0.0
2016-09-30,6280,6280,6280,6280,1400,ALT,-0.02786377708978327,7464.062780679717,6141.937219320283
2016-10-03,6280,6280,6280,6280,0,ALT,0.0,7478.0,6110.0
2016-10-04,6280,6280,6280,6280,60,ALT,0.0,7490.733660809799,6079.266339190201
2016-10-05,6280,6280,6280,6280,0,ALT,0.0,7502.371805620235,6049.628194379765
2016-10-06,6280,6280,6280,6280,0,ALT,0.0,7476.012820401915,5993.987179598085
2016-10-07,6280,6280,6280,6280,0,ALT,0.0,7440.415433924032,5947.584566075968
2016-10-10,6280,6280,6280,6280,100,ALT,0.0,7395.781259860533,5910.218740139467
2016-10-11,6280,6280,6280,6280,0,ALT,0.0,7341.975342049306,5882.024657950694
2016-10-12,6280,6280,6280,6280,0,ALT,0.0,7278.499823321534,5863.500176678466
2016-10-13,6280,6280,6280,6280,0,ALT,0.0,7204.388612003497,5855.611387996503
2016-10-14,6280,6280,6280,6280,0,ALT,0.0,7117.964227917616,5860.035772082384
2016-10-17,6280,6280,6280,6280,0,ALT,0.0,7016.2816203257,5879.7183796743
2016-10-18,6900,6900,6900,6900,200,ALT,0.09872611464968162,6965.621076152198,5910.378923847802
2016-10-19,7530,7530,7530,7530,100,ALT,0.09130434782608687,7113.24230397,5805.75769603
2016-10-20,7530,7530,7530,7530,0,ALT,0.0,7237.75359265748,5724.24640734252
2016-10-21,7530,7530,7530,7530,0,ALT,0.0,7418.3659400610495,5650.6340599389505
2016-10-24,7530,7530,7530,7530,0,ALT,0.0,7571.292428527751,5604.707571472249
2016-10-25,7530,7530,7530,7530,0,ALT,0.0,7704.331595315081,5578.668404684919
2016-10-26,7530,7530,7530,7530,0,ALT,0.0,7821.703155227677,5568.296844772323
2016-10-27,7530,7530,7530,7530,0,ALT,0.0,7925.9595534454675,5571.0404465545325
2016-10-28,7530,7530,7530,7530,0,ALT,0.0,8014.759112115044,5607.240887884956
2016-10-31,7530,7530,7530,7530,0,ALT,0.0,8090.221414293346,5656.778585706654
2016-11-01,7220,7530,7220,7530,16000,ALT,0.0,8152.772780760648,5719.227219239352
2016-11-02,7530,7530,7530,7530,0,ALT,0.0,8202.414864099617,5794.585135900383
2016-11-03,7530,7530,7530,7530,0,ALT,0.0,8238.724925438873,5883.275074561127
2016-11-04,7530,7530,7530,7530,0,ALT,0.0,8260.782286857575,5986.217713142424
2016-11-07,7530,7530,7530,7530,0,ALT,0.0,8266.9884365709,6105.0115634291005
2016-11-08,7530,7530,7530,7530,0,ALT,0.0,8254.68636444746,6242.31363555254
2016-11-09,7530,7530,7530,7530,0,ALT,0.0,8219.314923360833,6402.685076639167
2016-11-10,7530,7530,7530,7530,0,ALT,0.0,8152.223956225822,6594.776043774178
2016-11-11,7530,7530,7530,7530,0,ALT,0.0,8033.106355685481,6838.893644314519
2016-11-14,7530,7530,7530,7530,0,ALT,0.0,7773.110633443053,7223.889366556947
2016-11-15,7530,7530,7530,7530,0,ALT,0.0,7530.0,7530.0
2016-11-16,7530,7530,7530,7530,0,ALT,0.0,7530.0,7530.0
2016-11-17,6780,6780,6780,6780,100,ALT,-0.09960159362549803,7819.417420765542,7165.582579234458
2016-11-18,6780,6780,6780,6780,0,ALT,0.0,7904.9999999999945,7005.0000000000055
2016-11-21,6780,6780,6780,6780,81,ALT,0.0,7953.10713214071,6881.89286785929
2016-11-22,7410,7410,7410,7410,151,ALT,0.09292035398230092,7944.614434244652,6878.385565755348
2016-11-23,6850,6850,6850,6850,100,ALT,-0.07557354925775983,7960.453685981996,6794.546314018004
2016-11-24,7220,7220,7220,7220,100,ALT,0.0540145985401459,7944.395054924057,6779.604945075943
2016-11-25,7220,7220,7220,7220,20,ALT,0.0,7926.681868037942,6766.318131962058
2016-11-28,7220,7220,7220,7220,0,ALT,0.0,7907.295063313921,6754.704936686079
2016-11-29,7910,7910,6850,6850,200,ALT,-0.05124653739612184,7901.850394725833,6692.149605274167
2016-11-30,6850,6850,6850,6850,0,ALT,0.0,7887.759153594405,6638.240846405595
